Id problem,Weights,Prices,Capacity,Best picks,Best price,Average Weights,Average Prices,Cost function,Constraint
3254,"[24, 48, 30, 40, 25]","[8, 16, 4, 4, 4]",63,"[0, 1, 0, 0, 0]",16,33.4,7.2,Maximize: 8*x0 + 16*x1 + 4*x2 + 4*x3 + 4*x4,Constraint: 24*x0 + 48*x1 + 30*x2 + 40*x3 + 25*x4 <= 63
3255,"[39, 27, 17, 1, 45]","[3, 4, 10, 9, 17]",16,"[0, 0, 0, 1, 0]",9,25.8,8.6,Maximize: 3*x0 + 4*x1 + 10*x2 + 9*x3 + 17*x4,Constraint: 39*x0 + 27*x1 + 17*x2 + 1*x3 + 45*x4 <= 16
3256,"[23, 37, 1, 5, 27]","[11, 14, 1, 7, 8]",87,"[1, 1, 1, 1, 0]",33,18.6,8.2,Maximize: 11*x0 + 14*x1 + 1*x2 + 7*x3 + 8*x4,Constraint: 23*x0 + 37*x1 + 1*x2 + 5*x3 + 27*x4 <= 87
3257,"[11, 29, 46, 17, 30]","[15, 14, 11, 12, 18]",71,"[1, 1, 0, 0, 1]",47,26.6,14.0,Maximize: 15*x0 + 14*x1 + 11*x2 + 12*x3 + 18*x4,Constraint: 11*x0 + 29*x1 + 46*x2 + 17*x3 + 30*x4 <= 71
3258,"[43, 11, 45, 9, 45]","[13, 14, 6, 7, 2]",42,"[0, 1, 0, 1, 0]",21,30.6,8.4,Maximize: 13*x0 + 14*x1 + 6*x2 + 7*x3 + 2*x4,Constraint: 43*x0 + 11*x1 + 45*x2 + 9*x3 + 45*x4 <= 42
3259,"[33, 43, 15, 18, 4]","[10, 2, 14, 16, 8]",67,"[1, 0, 1, 1, 0]",40,22.6,10.0,Maximize: 10*x0 + 2*x1 + 14*x2 + 16*x3 + 8*x4,Constraint: 33*x0 + 43*x1 + 15*x2 + 18*x3 + 4*x4 <= 67
3260,"[34, 23, 12, 20, 24]","[6, 12, 16, 6, 13]",96,"[1, 1, 1, 0, 1]",47,22.6,10.6,Maximize: 6*x0 + 12*x1 + 16*x2 + 6*x3 + 13*x4,Constraint: 34*x0 + 23*x1 + 12*x2 + 20*x3 + 24*x4 <= 96
3261,"[15, 20, 20, 38, 12]","[4, 7, 3, 4, 8]",96,"[1, 1, 0, 1, 1]",23,21.0,5.2,Maximize: 4*x0 + 7*x1 + 3*x2 + 4*x3 + 8*x4,Constraint: 15*x0 + 20*x1 + 20*x2 + 38*x3 + 12*x4 <= 96
3262,"[29, 18, 3, 3, 40]","[8, 17, 1, 6, 7]",81,"[1, 1, 1, 1, 0]",32,18.6,7.8,Maximize: 8*x0 + 17*x1 + 1*x2 + 6*x3 + 7*x4,Constraint: 29*x0 + 18*x1 + 3*x2 + 3*x3 + 40*x4 <= 81
3263,"[23, 26, 34, 12, 24]","[14, 14, 17, 6, 13]",59,"[1, 0, 0, 1, 1]",33,23.8,12.8,Maximize: 14*x0 + 14*x1 + 17*x2 + 6*x3 + 13*x4,Constraint: 23*x0 + 26*x1 + 34*x2 + 12*x3 + 24*x4 <= 59
3264,"[32, 14, 14, 2, 39]","[12, 2, 10, 14, 8]",95,"[1, 0, 1, 1, 1]",44,20.2,9.2,Maximize: 12*x0 + 2*x1 + 10*x2 + 14*x3 + 8*x4,Constraint: 32*x0 + 14*x1 + 14*x2 + 2*x3 + 39*x4 <= 95
3265,"[10, 42, 26, 3, 18]","[17, 16, 5, 19, 1]",37,"[1, 0, 0, 1, 1]",37,19.8,11.6,Maximize: 17*x0 + 16*x1 + 5*x2 + 19*x3 + 1*x4,Constraint: 10*x0 + 42*x1 + 26*x2 + 3*x3 + 18*x4 <= 37
3266,"[46, 19, 1, 1, 44]","[16, 18, 4, 6, 14]",88,"[1, 1, 1, 1, 0]",44,22.2,11.6,Maximize: 16*x0 + 18*x1 + 4*x2 + 6*x3 + 14*x4,Constraint: 46*x0 + 19*x1 + 1*x2 + 1*x3 + 44*x4 <= 88
3267,"[29, 40, 14, 9, 34]","[3, 12, 5, 17, 2]",39,"[0, 0, 1, 1, 0]",22,25.2,7.8,Maximize: 3*x0 + 12*x1 + 5*x2 + 17*x3 + 2*x4,Constraint: 29*x0 + 40*x1 + 14*x2 + 9*x3 + 34*x4 <= 39
3268,"[23, 31, 6, 35, 12]","[3, 9, 2, 4, 14]",69,"[1, 1, 0, 0, 1]",26,21.4,6.4,Maximize: 3*x0 + 9*x1 + 2*x2 + 4*x3 + 14*x4,Constraint: 23*x0 + 31*x1 + 6*x2 + 35*x3 + 12*x4 <= 69
3269,"[22, 35, 6, 23, 2]","[14, 1, 2, 11, 13]",17,"[0, 0, 1, 0, 1]",15,17.6,8.2,Maximize: 14*x0 + 1*x1 + 2*x2 + 11*x3 + 13*x4,Constraint: 22*x0 + 35*x1 + 6*x2 + 23*x3 + 2*x4 <= 17
3270,"[8, 28, 35, 23, 12]","[11, 15, 12, 2, 1]",96,"[1, 1, 1, 1, 0]",40,21.2,8.2,Maximize: 11*x0 + 15*x1 + 12*x2 + 2*x3 + 1*x4,Constraint: 8*x0 + 28*x1 + 35*x2 + 23*x3 + 12*x4 <= 96
3271,"[26, 23, 18, 17, 8]","[11, 18, 14, 2, 18]",44,"[0, 1, 0, 0, 1]",36,18.4,12.6,Maximize: 11*x0 + 18*x1 + 14*x2 + 2*x3 + 18*x4,Constraint: 26*x0 + 23*x1 + 18*x2 + 17*x3 + 8*x4 <= 44
3272,"[44, 49, 45, 7, 21]","[15, 7, 15, 18, 16]",70,"[0, 0, 0, 1, 1]",34,33.2,14.2,Maximize: 15*x0 + 7*x1 + 15*x2 + 18*x3 + 16*x4,Constraint: 44*x0 + 49*x1 + 45*x2 + 7*x3 + 21*x4 <= 70
3273,"[5, 31, 41, 41, 13]","[8, 7, 4, 9, 9]",92,"[1, 1, 0, 1, 1]",33,26.2,7.4,Maximize: 8*x0 + 7*x1 + 4*x2 + 9*x3 + 9*x4,Constraint: 5*x0 + 31*x1 + 41*x2 + 41*x3 + 13*x4 <= 92
3274,"[35, 1, 24, 38, 3]","[3, 18, 8, 4, 16]",89,"[0, 1, 1, 1, 1]",46,20.2,9.8,Maximize: 3*x0 + 18*x1 + 8*x2 + 4*x3 + 16*x4,Constraint: 35*x0 + 1*x1 + 24*x2 + 38*x3 + 3*x4 <= 89
3275,"[21, 36, 7, 15, 49]","[16, 3, 9, 16, 4]",20,"[0, 0, 0, 1, 0]",16,25.6,9.6,Maximize: 16*x0 + 3*x1 + 9*x2 + 16*x3 + 4*x4,Constraint: 21*x0 + 36*x1 + 7*x2 + 15*x3 + 49*x4 <= 20
3276,"[36, 11, 45, 32, 3]","[5, 8, 12, 12, 15]",92,"[0, 1, 1, 1, 1]",47,25.4,10.4,Maximize: 5*x0 + 8*x1 + 12*x2 + 12*x3 + 15*x4,Constraint: 36*x0 + 11*x1 + 45*x2 + 32*x3 + 3*x4 <= 92
3277,"[29, 47, 25, 6, 19]","[18, 4, 16, 11, 13]",57,"[1, 0, 0, 1, 1]",42,25.2,12.4,Maximize: 18*x0 + 4*x1 + 16*x2 + 11*x3 + 13*x4,Constraint: 29*x0 + 47*x1 + 25*x2 + 6*x3 + 19*x4 <= 57
3278,"[35, 25, 39, 20, 17]","[2, 14, 19, 10, 11]",34,"[0, 1, 0, 0, 0]",14,27.2,11.2,Maximize: 2*x0 + 14*x1 + 19*x2 + 10*x3 + 11*x4,Constraint: 35*x0 + 25*x1 + 39*x2 + 20*x3 + 17*x4 <= 34
3279,"[1, 1, 44, 16, 23]","[11, 2, 5, 6, 4]",68,"[1, 1, 1, 1, 0]",24,17.0,5.6,Maximize: 11*x0 + 2*x1 + 5*x2 + 6*x3 + 4*x4,Constraint: 1*x0 + 1*x1 + 44*x2 + 16*x3 + 23*x4 <= 68
3280,"[47, 43, 7, 10, 1]","[13, 6, 10, 16, 14]",34,"[0, 0, 1, 1, 1]",40,21.6,11.8,Maximize: 13*x0 + 6*x1 + 10*x2 + 16*x3 + 14*x4,Constraint: 47*x0 + 43*x1 + 7*x2 + 10*x3 + 1*x4 <= 34
3281,"[18, 42, 19, 10, 28]","[10, 4, 16, 2, 2]",50,"[1, 0, 1, 1, 0]",28,23.4,6.8,Maximize: 10*x0 + 4*x1 + 16*x2 + 2*x3 + 2*x4,Constraint: 18*x0 + 42*x1 + 19*x2 + 10*x3 + 28*x4 <= 50
3282,"[14, 38, 22, 15, 13]","[11, 7, 8, 2, 9]",35,"[1, 0, 0, 0, 1]",20,20.4,7.4,Maximize: 11*x0 + 7*x1 + 8*x2 + 2*x3 + 9*x4,Constraint: 14*x0 + 38*x1 + 22*x2 + 15*x3 + 13*x4 <= 35
3283,"[22, 13, 15, 37, 21]","[15, 11, 9, 13, 5]",82,"[1, 1, 1, 0, 1]",40,21.6,10.6,Maximize: 15*x0 + 11*x1 + 9*x2 + 13*x3 + 5*x4,Constraint: 22*x0 + 13*x1 + 15*x2 + 37*x3 + 21*x4 <= 82
3284,"[23, 28, 43, 5, 6]","[3, 8, 5, 11, 8]",62,"[1, 1, 0, 1, 1]",30,21.0,7.0,Maximize: 3*x0 + 8*x1 + 5*x2 + 11*x3 + 8*x4,Constraint: 23*x0 + 28*x1 + 43*x2 + 5*x3 + 6*x4 <= 62
3285,"[4, 17, 29, 30, 22]","[11, 15, 16, 6, 11]",21,"[1, 1, 0, 0, 0]",26,20.4,11.8,Maximize: 11*x0 + 15*x1 + 16*x2 + 6*x3 + 11*x4,Constraint: 4*x0 + 17*x1 + 29*x2 + 30*x3 + 22*x4 <= 21
3286,"[20, 16, 3, 5, 24]","[17, 2, 18, 7, 16]",90,"[1, 1, 1, 1, 1]",60,13.6,12.0,Maximize: 17*x0 + 2*x1 + 18*x2 + 7*x3 + 16*x4,Constraint: 20*x0 + 16*x1 + 3*x2 + 5*x3 + 24*x4 <= 90
3287,"[18, 30, 44, 1, 41]","[12, 12, 5, 19, 6]",31,"[1, 0, 0, 1, 0]",31,26.8,10.8,Maximize: 12*x0 + 12*x1 + 5*x2 + 19*x3 + 6*x4,Constraint: 18*x0 + 30*x1 + 44*x2 + 1*x3 + 41*x4 <= 31
3288,"[7, 28, 9, 15, 36]","[12, 7, 9, 9, 1]",32,"[1, 0, 1, 1, 0]",30,19.0,7.6,Maximize: 12*x0 + 7*x1 + 9*x2 + 9*x3 + 1*x4,Constraint: 7*x0 + 28*x1 + 9*x2 + 15*x3 + 36*x4 <= 32
3289,"[37, 1, 43, 9, 40]","[9, 17, 2, 15, 6]",61,"[1, 1, 0, 1, 0]",41,26.0,9.8,Maximize: 9*x0 + 17*x1 + 2*x2 + 15*x3 + 6*x4,Constraint: 37*x0 + 1*x1 + 43*x2 + 9*x3 + 40*x4 <= 61
3290,"[29, 49, 29, 38, 25]","[17, 17, 12, 18, 1]",73,"[1, 0, 0, 1, 0]",35,34.0,13.0,Maximize: 17*x0 + 17*x1 + 12*x2 + 18*x3 + 1*x4,Constraint: 29*x0 + 49*x1 + 29*x2 + 38*x3 + 25*x4 <= 73
3291,"[36, 10, 40, 31, 32]","[10, 8, 15, 5, 18]",24,"[0, 1, 0, 0, 0]",8,29.8,11.2,Maximize: 10*x0 + 8*x1 + 15*x2 + 5*x3 + 18*x4,Constraint: 36*x0 + 10*x1 + 40*x2 + 31*x3 + 32*x4 <= 24
3292,"[5, 6, 31, 35, 39]","[18, 11, 7, 18, 3]",76,"[1, 1, 0, 1, 0]",47,23.2,11.4,Maximize: 18*x0 + 11*x1 + 7*x2 + 18*x3 + 3*x4,Constraint: 5*x0 + 6*x1 + 31*x2 + 35*x3 + 39*x4 <= 76
3293,"[10, 11, 1, 14, 23]","[12, 7, 19, 8, 9]",48,"[1, 0, 1, 1, 1]",48,11.8,11.0,Maximize: 12*x0 + 7*x1 + 19*x2 + 8*x3 + 9*x4,Constraint: 10*x0 + 11*x1 + 1*x2 + 14*x3 + 23*x4 <= 48
3294,"[33, 4, 34, 4, 34]","[15, 17, 3, 5, 6]",57,"[1, 1, 0, 1, 0]",37,21.8,9.2,Maximize: 15*x0 + 17*x1 + 3*x2 + 5*x3 + 6*x4,Constraint: 33*x0 + 4*x1 + 34*x2 + 4*x3 + 34*x4 <= 57
3295,"[48, 25, 18, 14, 44]","[7, 5, 7, 7, 7]",65,"[0, 1, 1, 1, 0]",19,29.8,6.6,Maximize: 7*x0 + 5*x1 + 7*x2 + 7*x3 + 7*x4,Constraint: 48*x0 + 25*x1 + 18*x2 + 14*x3 + 44*x4 <= 65
3296,"[8, 11, 40, 17, 7]","[18, 8, 18, 14, 18]",37,"[1, 0, 0, 1, 1]",50,16.6,15.2,Maximize: 18*x0 + 8*x1 + 18*x2 + 14*x3 + 18*x4,Constraint: 8*x0 + 11*x1 + 40*x2 + 17*x3 + 7*x4 <= 37
3297,"[4, 21, 37, 28, 41]","[17, 6, 14, 8, 5]",30,"[1, 1, 0, 0, 0]",23,26.2,10.0,Maximize: 17*x0 + 6*x1 + 14*x2 + 8*x3 + 5*x4,Constraint: 4*x0 + 21*x1 + 37*x2 + 28*x3 + 41*x4 <= 30
3298,"[37, 17, 39, 44, 41]","[13, 19, 7, 8, 19]",32,"[0, 1, 0, 0, 0]",19,35.6,13.2,Maximize: 13*x0 + 19*x1 + 7*x2 + 8*x3 + 19*x4,Constraint: 37*x0 + 17*x1 + 39*x2 + 44*x3 + 41*x4 <= 32
3299,"[13, 43, 11, 27, 7]","[17, 13, 12, 10, 4]",72,"[1, 0, 1, 1, 1]",43,20.2,11.2,Maximize: 17*x0 + 13*x1 + 12*x2 + 10*x3 + 4*x4,Constraint: 13*x0 + 43*x1 + 11*x2 + 27*x3 + 7*x4 <= 72
3300,"[10, 49, 2, 37, 24]","[16, 14, 16, 13, 16]",63,"[1, 0, 1, 0, 1]",48,24.4,15.0,Maximize: 16*x0 + 14*x1 + 16*x2 + 13*x3 + 16*x4,Constraint: 10*x0 + 49*x1 + 2*x2 + 37*x3 + 24*x4 <= 63
3301,"[5, 2, 25, 49, 35]","[18, 6, 8, 6, 11]",85,"[1, 1, 1, 0, 1]",43,23.2,9.8,Maximize: 18*x0 + 6*x1 + 8*x2 + 6*x3 + 11*x4,Constraint: 5*x0 + 2*x1 + 25*x2 + 49*x3 + 35*x4 <= 85
3302,"[40, 33, 6, 16, 10]","[14, 4, 6, 3, 19]",71,"[1, 0, 1, 0, 1]",39,21.0,9.2,Maximize: 14*x0 + 4*x1 + 6*x2 + 3*x3 + 19*x4,Constraint: 40*x0 + 33*x1 + 6*x2 + 16*x3 + 10*x4 <= 71
3303,"[9, 28, 20, 49, 41]","[9, 10, 9, 17, 12]",67,"[1, 1, 1, 0, 0]",28,29.4,11.4,Maximize: 9*x0 + 10*x1 + 9*x2 + 17*x3 + 12*x4,Constraint: 9*x0 + 28*x1 + 20*x2 + 49*x3 + 41*x4 <= 67
3304,"[28, 26, 4, 35, 39]","[2, 8, 9, 12, 6]",71,"[0, 1, 1, 1, 0]",29,26.4,7.4,Maximize: 2*x0 + 8*x1 + 9*x2 + 12*x3 + 6*x4,Constraint: 28*x0 + 26*x1 + 4*x2 + 35*x3 + 39*x4 <= 71
3305,"[23, 37, 34, 28, 6]","[14, 13, 15, 1, 7]",69,"[1, 0, 1, 0, 1]",36,25.6,10.0,Maximize: 14*x0 + 13*x1 + 15*x2 + 1*x3 + 7*x4,Constraint: 23*x0 + 37*x1 + 34*x2 + 28*x3 + 6*x4 <= 69
3306,"[6, 31, 22, 22, 18]","[7, 6, 13, 8, 9]",42,"[0, 0, 1, 0, 1]",22,19.8,8.6,Maximize: 7*x0 + 6*x1 + 13*x2 + 8*x3 + 9*x4,Constraint: 6*x0 + 31*x1 + 22*x2 + 22*x3 + 18*x4 <= 42
3307,"[31, 8, 32, 1, 5]","[17, 17, 7, 11, 3]",91,"[1, 1, 1, 1, 1]",55,15.4,11.0,Maximize: 17*x0 + 17*x1 + 7*x2 + 11*x3 + 3*x4,Constraint: 31*x0 + 8*x1 + 32*x2 + 1*x3 + 5*x4 <= 91
3308,"[7, 33, 34, 46, 15]","[4, 15, 6, 8, 9]",78,"[1, 1, 0, 0, 1]",28,27.0,8.4,Maximize: 4*x0 + 15*x1 + 6*x2 + 8*x3 + 9*x4,Constraint: 7*x0 + 33*x1 + 34*x2 + 46*x3 + 15*x4 <= 78
3309,"[45, 44, 48, 49, 28]","[16, 11, 17, 16, 13]",24,"[0, 0, 0, 0, 0]",0,42.8,14.6,Maximize: 16*x0 + 11*x1 + 17*x2 + 16*x3 + 13*x4,Constraint: 45*x0 + 44*x1 + 48*x2 + 49*x3 + 28*x4 <= 24
3310,"[17, 23, 31, 41, 33]","[3, 18, 13, 7, 12]",46,"[1, 1, 0, 0, 0]",21,29.0,10.6,Maximize: 3*x0 + 18*x1 + 13*x2 + 7*x3 + 12*x4,Constraint: 17*x0 + 23*x1 + 31*x2 + 41*x3 + 33*x4 <= 46
3311,"[45, 35, 4, 9, 33]","[17, 3, 7, 16, 14]",40,"[0, 0, 1, 1, 0]",23,25.2,11.4,Maximize: 17*x0 + 3*x1 + 7*x2 + 16*x3 + 14*x4,Constraint: 45*x0 + 35*x1 + 4*x2 + 9*x3 + 33*x4 <= 40
3312,"[43, 49, 45, 4, 16]","[10, 6, 8, 19, 3]",95,"[1, 0, 1, 1, 0]",37,31.4,9.2,Maximize: 10*x0 + 6*x1 + 8*x2 + 19*x3 + 3*x4,Constraint: 43*x0 + 49*x1 + 45*x2 + 4*x3 + 16*x4 <= 95
3313,"[1, 20, 41, 14, 2]","[6, 18, 7, 6, 2]",70,"[1, 1, 1, 0, 1]",33,15.6,7.8,Maximize: 6*x0 + 18*x1 + 7*x2 + 6*x3 + 2*x4,Constraint: 1*x0 + 20*x1 + 41*x2 + 14*x3 + 2*x4 <= 70
3314,"[18, 47, 31, 26, 17]","[4, 12, 4, 4, 17]",48,"[1, 0, 0, 0, 1]",21,27.8,8.2,Maximize: 4*x0 + 12*x1 + 4*x2 + 4*x3 + 17*x4,Constraint: 18*x0 + 47*x1 + 31*x2 + 26*x3 + 17*x4 <= 48
3315,"[5, 41, 49, 39, 15]","[17, 14, 17, 18, 1]",63,"[1, 0, 0, 1, 1]",36,29.8,13.4,Maximize: 17*x0 + 14*x1 + 17*x2 + 18*x3 + 1*x4,Constraint: 5*x0 + 41*x1 + 49*x2 + 39*x3 + 15*x4 <= 63
3316,"[30, 49, 40, 14, 13]","[5, 12, 7, 3, 10]",47,"[1, 0, 0, 0, 1]",15,29.2,7.4,Maximize: 5*x0 + 12*x1 + 7*x2 + 3*x3 + 10*x4,Constraint: 30*x0 + 49*x1 + 40*x2 + 14*x3 + 13*x4 <= 47
3317,"[19, 12, 27, 19, 13]","[6, 4, 16, 9, 5]",71,"[0, 1, 1, 1, 1]",34,18.0,8.0,Maximize: 6*x0 + 4*x1 + 16*x2 + 9*x3 + 5*x4,Constraint: 19*x0 + 12*x1 + 27*x2 + 19*x3 + 13*x4 <= 71
3318,"[40, 26, 35, 11, 35]","[13, 18, 3, 8, 8]",39,"[0, 1, 0, 1, 0]",26,29.4,10.0,Maximize: 13*x0 + 18*x1 + 3*x2 + 8*x3 + 8*x4,Constraint: 40*x0 + 26*x1 + 35*x2 + 11*x3 + 35*x4 <= 39
3319,"[19, 29, 3, 48, 28]","[7, 7, 3, 1, 15]",95,"[1, 1, 1, 0, 1]",32,25.4,6.6,Maximize: 7*x0 + 7*x1 + 3*x2 + 1*x3 + 15*x4,Constraint: 19*x0 + 29*x1 + 3*x2 + 48*x3 + 28*x4 <= 95
3320,"[27, 42, 44, 2, 3]","[16, 10, 13, 3, 17]",29,"[0, 0, 0, 1, 1]",20,23.6,11.8,Maximize: 16*x0 + 10*x1 + 13*x2 + 3*x3 + 17*x4,Constraint: 27*x0 + 42*x1 + 44*x2 + 2*x3 + 3*x4 <= 29
3321,"[39, 25, 24, 39, 47]","[6, 9, 14, 11, 13]",76,"[0, 0, 1, 0, 1]",27,34.8,10.6,Maximize: 6*x0 + 9*x1 + 14*x2 + 11*x3 + 13*x4,Constraint: 39*x0 + 25*x1 + 24*x2 + 39*x3 + 47*x4 <= 76
3322,"[11, 6, 21, 25, 4]","[2, 5, 17, 1, 7]",26,"[0, 0, 1, 0, 1]",24,13.4,6.4,Maximize: 2*x0 + 5*x1 + 17*x2 + 1*x3 + 7*x4,Constraint: 11*x0 + 6*x1 + 21*x2 + 25*x3 + 4*x4 <= 26
3323,"[2, 49, 4, 21, 5]","[5, 10, 8, 18, 11]",87,"[1, 1, 1, 1, 1]",52,16.2,10.4,Maximize: 5*x0 + 10*x1 + 8*x2 + 18*x3 + 11*x4,Constraint: 2*x0 + 49*x1 + 4*x2 + 21*x3 + 5*x4 <= 87
3324,"[5, 5, 7, 19, 38]","[5, 16, 16, 3, 12]",59,"[1, 1, 1, 0, 1]",49,14.8,10.4,Maximize: 5*x0 + 16*x1 + 16*x2 + 3*x3 + 12*x4,Constraint: 5*x0 + 5*x1 + 7*x2 + 19*x3 + 38*x4 <= 59
3325,"[3, 10, 2, 19, 35]","[14, 5, 15, 16, 16]",96,"[1, 1, 1, 1, 1]",66,13.8,13.2,Maximize: 14*x0 + 5*x1 + 15*x2 + 16*x3 + 16*x4,Constraint: 3*x0 + 10*x1 + 2*x2 + 19*x3 + 35*x4 <= 96
3326,"[46, 13, 40, 23, 40]","[5, 7, 16, 3, 13]",88,"[0, 0, 1, 0, 1]",29,32.4,8.8,Maximize: 5*x0 + 7*x1 + 16*x2 + 3*x3 + 13*x4,Constraint: 46*x0 + 13*x1 + 40*x2 + 23*x3 + 40*x4 <= 88
3327,"[37, 18, 40, 35, 24]","[10, 5, 10, 3, 5]",29,"[0, 0, 0, 0, 1]",5,30.8,6.6,Maximize: 10*x0 + 5*x1 + 10*x2 + 3*x3 + 5*x4,Constraint: 37*x0 + 18*x1 + 40*x2 + 35*x3 + 24*x4 <= 29
3328,"[30, 18, 23, 11, 17]","[6, 19, 2, 10, 19]",15,"[0, 0, 0, 1, 0]",10,19.8,11.2,Maximize: 6*x0 + 19*x1 + 2*x2 + 10*x3 + 19*x4,Constraint: 30*x0 + 18*x1 + 23*x2 + 11*x3 + 17*x4 <= 15
3329,"[10, 38, 27, 30, 5]","[10, 8, 2, 16, 5]",92,"[1, 1, 0, 1, 1]",39,22.0,8.2,Maximize: 10*x0 + 8*x1 + 2*x2 + 16*x3 + 5*x4,Constraint: 10*x0 + 38*x1 + 27*x2 + 30*x3 + 5*x4 <= 92
3330,"[44, 11, 32, 24, 13]","[5, 2, 9, 12, 3]",60,"[0, 0, 1, 1, 0]",21,24.8,6.2,Maximize: 5*x0 + 2*x1 + 9*x2 + 12*x3 + 3*x4,Constraint: 44*x0 + 11*x1 + 32*x2 + 24*x3 + 13*x4 <= 60
3331,"[25, 37, 2, 39, 15]","[18, 6, 11, 2, 10]",73,"[1, 0, 1, 0, 1]",39,23.6,9.4,Maximize: 18*x0 + 6*x1 + 11*x2 + 2*x3 + 10*x4,Constraint: 25*x0 + 37*x1 + 2*x2 + 39*x3 + 15*x4 <= 73
3332,"[38, 43, 5, 29, 13]","[17, 6, 6, 1, 14]",34,"[0, 0, 1, 0, 1]",20,25.6,8.8,Maximize: 17*x0 + 6*x1 + 6*x2 + 1*x3 + 14*x4,Constraint: 38*x0 + 43*x1 + 5*x2 + 29*x3 + 13*x4 <= 34
3333,"[39, 33, 37, 39, 18]","[19, 10, 9, 8, 11]",34,"[0, 0, 0, 0, 1]",11,33.2,11.4,Maximize: 19*x0 + 10*x1 + 9*x2 + 8*x3 + 11*x4,Constraint: 39*x0 + 33*x1 + 37*x2 + 39*x3 + 18*x4 <= 34
3334,"[27, 30, 1, 13, 34]","[8, 19, 13, 1, 11]",30,"[1, 0, 1, 0, 0]",21,21.0,10.4,Maximize: 8*x0 + 19*x1 + 13*x2 + 1*x3 + 11*x4,Constraint: 27*x0 + 30*x1 + 1*x2 + 13*x3 + 34*x4 <= 30
3335,"[6, 22, 39, 28, 12]","[1, 2, 13, 8, 2]",18,"[1, 0, 0, 0, 1]",3,21.4,5.2,Maximize: 1*x0 + 2*x1 + 13*x2 + 8*x3 + 2*x4,Constraint: 6*x0 + 22*x1 + 39*x2 + 28*x3 + 12*x4 <= 18
3336,"[31, 21, 14, 49, 13]","[18, 4, 5, 19, 8]",19,"[0, 0, 0, 0, 1]",8,25.6,10.8,Maximize: 18*x0 + 4*x1 + 5*x2 + 19*x3 + 8*x4,Constraint: 31*x0 + 21*x1 + 14*x2 + 49*x3 + 13*x4 <= 19
3337,"[38, 5, 22, 48, 38]","[8, 2, 18, 18, 6]",17,"[0, 1, 0, 0, 0]",2,30.2,10.4,Maximize: 8*x0 + 2*x1 + 18*x2 + 18*x3 + 6*x4,Constraint: 38*x0 + 5*x1 + 22*x2 + 48*x3 + 38*x4 <= 17
3338,"[31, 31, 10, 3, 40]","[10, 4, 17, 11, 9]",78,"[1, 1, 1, 1, 0]",42,23.0,10.2,Maximize: 10*x0 + 4*x1 + 17*x2 + 11*x3 + 9*x4,Constraint: 31*x0 + 31*x1 + 10*x2 + 3*x3 + 40*x4 <= 78
3339,"[9, 27, 10, 27, 3]","[10, 6, 16, 10, 11]",40,"[1, 0, 1, 0, 1]",37,15.2,10.6,Maximize: 10*x0 + 6*x1 + 16*x2 + 10*x3 + 11*x4,Constraint: 9*x0 + 27*x1 + 10*x2 + 27*x3 + 3*x4 <= 40
3340,"[45, 19, 41, 9, 11]","[2, 10, 10, 11, 18]",58,"[0, 1, 0, 1, 1]",39,25.0,10.2,Maximize: 2*x0 + 10*x1 + 10*x2 + 11*x3 + 18*x4,Constraint: 45*x0 + 19*x1 + 41*x2 + 9*x3 + 11*x4 <= 58
3341,"[42, 23, 38, 46, 11]","[14, 19, 8, 11, 4]",21,"[0, 0, 0, 0, 1]",4,32.0,11.2,Maximize: 14*x0 + 19*x1 + 8*x2 + 11*x3 + 4*x4,Constraint: 42*x0 + 23*x1 + 38*x2 + 46*x3 + 11*x4 <= 21
3342,"[23, 35, 4, 18, 24]","[19, 12, 17, 10, 13]",92,"[1, 1, 1, 0, 1]",61,20.8,14.2,Maximize: 19*x0 + 12*x1 + 17*x2 + 10*x3 + 13*x4,Constraint: 23*x0 + 35*x1 + 4*x2 + 18*x3 + 24*x4 <= 92
3343,"[17, 21, 13, 27, 21]","[8, 1, 6, 13, 8]",89,"[1, 0, 1, 1, 1]",35,19.8,7.2,Maximize: 8*x0 + 1*x1 + 6*x2 + 13*x3 + 8*x4,Constraint: 17*x0 + 21*x1 + 13*x2 + 27*x3 + 21*x4 <= 89
3344,"[38, 27, 8, 39, 16]","[5, 13, 8, 7, 4]",27,"[0, 1, 0, 0, 0]",13,25.6,7.4,Maximize: 5*x0 + 13*x1 + 8*x2 + 7*x3 + 4*x4,Constraint: 38*x0 + 27*x1 + 8*x2 + 39*x3 + 16*x4 <= 27
3345,"[39, 45, 45, 43, 30]","[6, 14, 16, 18, 17]",33,"[0, 0, 0, 0, 1]",17,40.4,14.2,Maximize: 6*x0 + 14*x1 + 16*x2 + 18*x3 + 17*x4,Constraint: 39*x0 + 45*x1 + 45*x2 + 43*x3 + 30*x4 <= 33
3346,"[1, 33, 20, 11, 45]","[18, 3, 8, 5, 7]",88,"[1, 0, 1, 1, 1]",38,22.0,8.2,Maximize: 18*x0 + 3*x1 + 8*x2 + 5*x3 + 7*x4,Constraint: 1*x0 + 33*x1 + 20*x2 + 11*x3 + 45*x4 <= 88
3347,"[40, 25, 4, 47, 10]","[14, 16, 9, 6, 15]",97,"[1, 1, 1, 0, 1]",54,25.2,12.0,Maximize: 14*x0 + 16*x1 + 9*x2 + 6*x3 + 15*x4,Constraint: 40*x0 + 25*x1 + 4*x2 + 47*x3 + 10*x4 <= 97
